Unnamed: 0,addressline1,addressline2,addressline3,addressline4,businessname,businesstype,businesstypeid,confidenceinmanagement,extractdate,fhrsid,hygiene,itemcount,latitude,localauthoritybusinessid,localauthoritycode,localauthorityemailaddress,localauthorityname,localauthoritywebsite,longitude,postcode,ratingdate,ratingkey,ratingvalue,returncode,schemetype,structural,full_address,DPA_POST_TOWN,DPA_STATUS,DPA_MATCH_DESCRIPTION,DPA_THOROUGHFARE_NAME,DPA_Y_COORDINATE,DPA_UPRN,DPA_RPC,DPA_POSTCODE,DPA_ADDRESS,DPA_DEPENDENT_LOCALITY,DPA_X_COORDINATE,DPA_ORGANISATION_NAME,DPA_MATCH,DPA_BUILDING_NAME,DPA_lat,DPA_lng,LPI_STATUS,LPI_ADMINISTRATIVE_AREA,LPI_MATCH,LPI_SAO_START_NUMBER,LPI_USRN,LPI_Y_COORDINATE,LPI_UPRN,LPI_RPC,LPI_POSTCODE_LOCATOR,LPI_TOWN_NAME,LPI_LPI_KEY,LPI_X_COORDINATE,LPI_ADDRESS,LPI_STREET_DESCRIPTION,LPI_PAO_TEXT,LPI_MATCH_DESCRIPTION,LPI_lat,LPI_lng,DPA_BUILDING_NUMBER,LPI_PAO_START_NUMBER,LPI_LOCALITY_NAME,LPI_SAO_TEXT,LPI_ORGANISATION
340086,,127-130 High Street,,Tipton,Acord Housing Association (1-59 Swallowfields),Restaurant/Cafe/Canteen,1,0,,146414,5,,52.528216,89185,423,environmental_health@sandwell.gov.uk,Sandwell,http://www.sandwell.gov.uk/foodratings,-2.071062,DY4 8BJ,41277,fhrs_5_en-GB,5,,FHRS,5,"Acord Housing Association (1-59 Swallowfields), 127-130 High Street, Tipton, DY4 8BJ",TIPTON,APPROVED,GOOD,HIGH STREET,293720,100071526264,1,DY4 9HG,"ADVANCED ELECTRONICS & LOGISTICS LTD, HIGH STREET, PRINCES END, TIPTON, DY4 9HG",PRINCES END,395352,ADVANCED ELECTRONICS & LOGISTICS LTD,0.8,,-2.069963908,52.54131554,APPROVED,SANDWELL,0.8,,33624100,292148,32023995,1,DY4 8HH,TIPTON,4620L000008090,395232,"PRESTIGE ALUMINIUM SYSTEMS UK LIMITED, CASTLE WORKS, HIGH STREET, TIPTON, SANDWELL, DY4 8HH",HIGH STREET,CASTLE WORKS,GOOD,-2.071710149,52.52718241,,,,,PRESTIGE ALUMINIUM SYSTEMS UK LIMITED
341984,Whitehall Lodge Care Home,109 Whitehall Road,,West Bromwich,Whitehall Lodge Residential Home,Hospitals/Childcare/Caring Premises,5,5,,575518,5,,52.522535,11905,423,environmental_health@sandwell.gov.uk,Sandwell,http://www.sandwell.gov.uk/foodratings,-2.027221,B70 0HG,41549,fhrs_5_en-GB,5,,FHRS,5,"Whitehall Lodge Residential Home, Whitehall Lodge Care Home, 109 Whitehall Road, West Bromwich, B70 0HG",WEST BROMWICH,APPROVED,PARTIAL,WHITEHALL ROAD,291628,32069438,1,B70 0HG,"GREETS GREEN SPORTS & BOWLING CLUB, WHITEHALL ROAD, WEST BROMWICH, B70 0HG",,398251,GREETS GREEN SPORTS & BOWLING CLUB,0.7,,-2.027207567,52.52252636,APPROVED,SANDWELL,0.8,,33652760,291653,32069344,1,B70 0HG,WEST BROMWICH,4620L000047808,398254,"WHITEHALL LODGE CARE HOME, 109, WHITEHALL ROAD, WEST BROMWICH, SANDWELL, B70 0HG",WHITEHALL ROAD,WHITEHALL LODGE CARE HOME,GOOD,-2.027163492,52.52275112,,109,,,
182047,Dovedale Towers,60 Penny Lane,LIVERPOOL,Merseyside,The Dovey,Pub/bar/nightclub,7843,20,,498617,15,,53.386516,PI/000246879,414,environmental.health@liverpool.gov.uk,Liverpool,http://www.liverpool.gov.uk/,-2.919829,L18 1DG,41548,fhrs_1_en-GB,1,,FHRS,15,"The Dovey, Dovedale Towers, 60 Penny Lane, LIVERPOOL, Merseyside, L18 1DG",LIVERPOOL,APPROVED,GOOD,PENNY LANE,388200,38117063,1,L18 1DG,"DOVEDALE TOWERS, 60, PENNY LANE, LIVERPOOL, L18 1DG",,339000,DOVEDALE TOWERS,0.9,,-2.918623229,53.38710161,APPROVED,LIVERPOOL,1,,23603520,388200,38117063,1,L18 1DG,LIVERPOOL,4310L000121193,339000,"60, PENNY LANE, LIVERPOOL, L18 1DG",PENNY LANE,,EXACT,-2.918623229,53.38710161,60,60,,,
316215,Agincourt Residential Care Hom,116 Dorchester Road,,Weymouth,Agincourt Care Home,Hospitals/Childcare/Caring Premises,5,5,,306381,0,,50.626835,20685,90,envhealth@weymouth.gov.uk,Weymouth and Portland,http://www.dorsetforyou.com,-2.458274,DT4 7LG,41694,fhrs_5_en-GB,5,,FHRS,5,"Agincourt Care Home, Agincourt Residential Care Hom, 116 Dorchester Road, Weymouth, DT4 7LG",WEYMOUTH,APPROVED,GOOD,DORCHESTER ROAD,80844,100040663217,1,DT4 7LG,"AGINCOURT RESIDENTIAL CARE HOME, 116, DORCHESTER ROAD, WEYMOUTH, DT4 7LG",,367712,AGINCOURT RESIDENTIAL CARE HOME,0.9,,-2.457834916,50.62639631,APPROVED,DORSET,0.9,,44000871,80844,1.00041E+11,1,DT4 7LG,WEYMOUTH,1235L000016408,367712,"AGINCOURT RESIDENTIAL CARE HOME, 116, DORCHESTER ROAD, WEYMOUTH, DORSET, DT4 7LG",DORCHESTER ROAD,AGINCOURT RESIDENTIAL CARE HOME,GOOD,-2.457834916,50.62639631,116,116,,,
262385,,,,,Party Flair,Other catering premises,7841,0,,608250,0,,,PI/000030228,190,environmental.health@thanet.gov.uk,Thanet,http://www.thanet.gov.uk,,,41792,fhrs_5_en-GB,5,,FHRS,0,Party Flair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356148,61 Lowesmoor,Worcester,,,Four Seasons,Restaurant/Cafe/Canteen,1,5,,674545,5,,52.195187,WO/01644/CP,151,wrsenquiries@worcsregservices.gov.uk,Worcester City,http://www.worcsregservices.gov.uk,-2.217221,WR1 2RS,41519,fhrs_5_en-GB,5,,FHRS,5,"Four Seasons, 61 Lowesmoor, Worcester, WR1 2RS",WORCESTER,APPROVED,EXACT,LOWESMOOR,255204,100121272492,2,WR1 2RS,"61, LOWESMOOR, WORCESTER, WR1 2RS",,385269,,1,,-2.216928133,52.19487269,APPROVED,WORCESTERSHIRE,1,,45000651,255204,1.00121E+11,2,WR1 2RS,WORCESTER,1835L000023396,385269,"61, LOWESMOOR, WORCESTER, WORCESTERSHIRE, WR1 2RS",LOWESMOOR,,EXACT,-2.216928133,52.19487269,61,61,,,
480698,,,,,The Food Station,Mobile caterer,7846,5,,654762,10,,,198666,567,food.healthandsafety@rctcbc.gov.uk,Rhondda Cynon Taf,http://www.rhondda-cynon-taf.gov.uk/en/business/healthandsafety/foodbusiness-foodsafetyinspections/foodbusiness-foodsafetyinspection.aspx,,,41729,fhrs_4_en-GB,4,,FHRS,5,The Food Station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348286,Stadium Court Nursing Home,Greyhound Way,Etruria,Stoke-On-Trent,Loomer Medical Unit,Hospitals/Childcare/Caring Premises,5,5,,724112,5,,53.0346,853857,880,PublicProtection@stoke.gov.uk,Stoke-On-Trent,http://www.stoke.gov.uk,-2.189136,ST6 3LL,41962,fhrs_5_en-GB,5,,FHRS,5,"Loomer Medical Unit, Stadium Court Nursing Home, Greyhound Way, Etruria, Stoke-On-Trent, ST6 3LL",STOKE-ON-TRENT,APPROVED,GOOD,GREYHOUND WAY,348606,3455044063,1,ST6 3LL,"STADIUM COURT NURSING HOME, GREYHOUND WAY, STOKE-ON-TRENT, ST6 3LL",,387416,STADIUM COURT NURSING HOME,0.8,,-2.189106785,53.03458265,APPROVED,CITY OF STOKE-ON-TRENT,0.9,,8304543,348606,3455044063,1,ST6 3LL,STOKE-ON-TRENT,3455L000026716,387416,"STADIUM COURT NURSING HOME, GREYHOUND WAY, ETRURIA, STOKE-ON-TRENT, CITY OF STOKE-ON-TRENT, ST6 3LL",GREYHOUND WAY,STADIUM COURT NURSING HOME,GOOD,-2.189106785,53.03458265,,,ETRURIA,,STADIUM COURT NURSING HOME
112394,L'Angelo,Angel House,20-32 Pentonville Road,Islington,L'Angelo,Restaurant/Cafe/Canteen,1,5,,416115,5,,,PI/000011304,519,Commercial.Envh@islington.gov.uk,Islington,http://www.islington.gov.uk,,,41920,fhrs_5_en-GB,5,,FHRS,0,"L'Angelo, L'Angelo, Angel House, 20-32 Pentonville Road, Islington",LONDON,APPROVED,GOOD,PENTONVILLE ROAD,183110,5300073058,2,N1 9LP,"29, PENTONVILLE ROAD, LONDON, N1 9LP",,531351,,0.8,,-0.107742134,51.53162687,APPROVED,ISLINGTON,0.8,,21605664,183110,5300073055,2,N1 9LP,LONDON,5570L000020914,531362,"25, PENTONVILLE ROAD, ISLINGTON, LONDON, N1 9LP",PENTONVILLE ROAD,,GOOD,-0.107583643,51.53162432,29,25,ISLINGTON,,
381400,1 Benyon Park Way,Holbeck,Leeds,,Leeds Sports Centre,Pub/bar/nightclub,7843,10,,707394,0,,53.781845,14/00677/COMM,413,food.safety@leeds.gov.uk,Leeds,http://www.leeds.gov.uk/,-1.577191,LS12 6DP,41918,fhrs_4_en-GB,4,,FHRS,10,"Leeds Sports Centre, 1 Benyon Park Way, Holbeck, Leeds, LS12 6DP",LEEDS,APPROVED,GOOD,STEPHENSON WAY,431368,72264006,2,LS12 5RT,"1, STEPHENSON WAY, LEEDS, LS12 5RT",,424944,,0.8,,-1.622964835,53.77805157,APPROVED,LEEDS,0.8,,23030032,432176,72500653,2,LS12 6LQ,LEEDS,4720L000281227,428021,"1, BRACKEN COURT, HOLBECK, LEEDS, LS12 6LQ",BRACKEN COURT,,GOOD,-1.576200755,53.78515785,1,1,HOLBECK,,
186670,,12 Fountain Street,Oldham,Oldham,Rumbles Cafe,Restaurant/Cafe/Canteen,1,10,,85258,10,,53.543322,2139,418,FHRS@oldham.gov.uk,Oldham,https://www.oldham.gov.uk,-2.115782,OL1 1NG,41645,fhrs_4_en-GB,4,,FHRS,0,"Rumbles Cafe, 12 Fountain Street, Oldham, Oldham, OL1 1NG",OLDHAM,APPROVED,EXACT,FOUNTAIN STREET,405184,422000009311,1,OL1 1NG,"RUMBLES CAFE, 12, FOUNTAIN STREET, OLDHAM, OL1 1NG",,392425,RUMBLES CAFE,1,,-2.11578111,53.54324118,APPROVED,OLDHAM,1,,29400876,405184,4.22E+11,1,OL1 1NG,OLDHAM,4220L000015648,392425,"12, FOUNTAIN STREET, OLDHAM, OL1 1NG",FOUNTAIN STREET,,EXACT,-2.11578111,53.54324118,12,12,,,
283089,River Station,The Grove,City Centre,Bristol,The Riverstation,Restaurant/Cafe/Canteen,1,5,,385785,0,,51.448839,21109,855,food.safety@bristol.gov.uk,Bristol,http://www.bristol.gov.uk,-2.595066,BS1 4RB,41484,fhrs_4_en-GB,4,,FHRS,10,"The Riverstation, River Station, The Grove, City Centre, Bristol, BS1 4RB",BRISTOL,APPROVED,GOOD,THE GROVE,172404,275031,1,BS1 4RB,"RIVERSTATION, THE GROVE, BRISTOL, BS1 4RB",,358852,RIVERSTATION,0.8,,-2.593517896,51.44911701,APPROVED,BRISTOL,0.8,,4547411,172404,275031,1,BS1 4RB,BRISTOL,0116L000004235,358852,"RIVER STATION, THE GROVE, CITY CENTRE, BRISTOL, BS1 4RB",THE GROVE,RIVER STATION,GOOD,-2.593517896,51.44911701,,,CITY CENTRE,,
292050,Alphington Cross Store,Alphington Road,Exeter,Devon,Sainsburys,Retailers - supermarkets/hypermarkets,7840,0,,160578,0,,50.706652,PI/000000286,73,environmental.health@exeter.gov.uk,Exeter City,http://www.exeter.gov.uk,-3.535982,EX2 8NH,41729,fhrs_5_en-GB,5,,FHRS,0,"Sainsburys, Alphington Cross Store, Alphington Road, Exeter, Devon, EX2 8NH",EXETER,APPROVED,GOOD,ALPHINGTON ROAD,90793,100041133030,1,EX2 8NH,"SAINSBURYS SUPERMARKETS LTD, ALPHINGTON CROSS STORE, ALPHINGTON ROAD, EXETER, EX2 8NH",,291639,SAINSBURYS SUPERMARKETS LTD,0.9,ALPHINGTON CROSS STORE,-3.535971357,50.70664368,APPROVED,DEVON,0.9,,14200020,90793,1.00041E+11,1,EX2 8NH,EXETER,1110L000116597,291639,"ALPHINGTON CROSS STORE, ALPHINGTON ROAD, EXETER, DEVON, EX2 8NH",ALPHINGTON ROAD,ALPHINGTON CROSS STORE,GOOD,-3.535971357,50.70664368,,,,,
134178,Starexpress Cafe,118 Battersea Park Road,London,,Star Express,Restaurant/Cafe/Canteen,1,10,,296817,5,,51.47463,12925,532,foodsafety@wandsworth.gov.uk,Wandsworth,http://www.wandsworth.gov.uk,-0.155503,SW11 4LY,41977,fhrs_4_en-GB,4,,FHRS,5,"Star Express, Starexpress Cafe, 118 Battersea Park Road, London, SW11 4LY",LONDON,APPROVED,GOOD,BATTERSEA PARK ROAD,176700,100023585699,1,SW11 4LY,"STARBURGER LTD, 118, BATTERSEA PARK ROAD, LONDON, SW11 4LY",,528243,STARBURGER LTD,0.8,,-0.154852297,51.4747354,APPROVED,WANDSWORTH,1,,22900337,176700,1.00023E+11,1,SW11 4LY,LONDON,5960L000004467,528243,"118, BATTERSEA PARK ROAD, LONDON, WANDSWORTH, SW11 4LY",BATTERSEA PARK ROAD,,EXACT,-0.154852297,51.4747354,118,118,,,
30388,,,,,Tazmin Suleman,Other catering premises,7841,0,,712251,0,,,63473,888,foodandsafety@peterborough.gov.uk,Peterborough City,http://www.peterborough.gov.uk,,,41913,fhrs_5_en-GB,5,,FHRS,0,Tazmin Suleman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310168,Globe Inn,Fore Street,Milverton,Taunton,The Globe Inn,Pub/bar/nightclub,7843,0,,103537,0,,51.024595,3484,284,Foodsafety@tauntondeane.gov.uk,Taunton Deane,http://www.tauntondeane.gov.uk,-3.251761,TA4 1JX,41569,fhrs_5_en-GB,5,,FHRS,0,"The Globe Inn, Globe Inn, Fore Street, Milverton, Taunton, TA4 1JX",TAUNTON,APPROVED,GOOD,FORE STREET,125762,100040927126,1,TA4 1JX,"GLOBE INN, FORE STREET, MILVERTON, TAUNTON, TA4 1JX",MILVERTON,312353,GLOBE INN,0.9,,-3.251091711,51.02452191,APPROVED,SOMERSET,0.9,,39603746,125762,1.00041E+11,1,TA4 1JX,TAUNTON,3315L000018556,312353,"GLOBE INN, FORE STREET, MILVERTON, TAUNTON, SOMERSET, TA4 1JX",FORE STREET,GLOBE INN,GOOD,-3.251091711,51.02452191,,,MILVERTON,,
18655,27 East Gate,Harlow,Essex,,Cashino,Pub/bar/nightclub,7843,0,,153868,0,,51.770571,CIN/10/00383,116,env.health@harlow.gov.uk,Harlow,http://www.harlow.gov.uk/,0.093386,CM20 1HP,40289,fhrs_5_en-GB,5,,FHRS,0,"Cashino, 27 East Gate, Harlow, Essex, CM20 1HP",HARLOW,APPROVED,GOOD,CANONS GATE,210437,100090526581,2,CM20 1QF,"27, CANONS GATE, HARLOW, CM20 1QF",,543317,,0.9,,0.075841811,51.77426195,APPROVED,ESSEX,0.8,,16500090,210092,10003710309,2,CM20 1HP,HARLOW,1540L000054051,544592,"SHIPLEYS CASHINO, 27, EAST GATE, HARLOW, ESSEX, CM20 1HP",EAST GATE,,GOOD,0.094164957,51.7708345,27,27,,,SHIPLEYS CASHINO
265496,Milton Hill,Steventon,Abingdon,,Steventon House Hotel,Hotel/bed & breakfast/guest house,7842,5,,264244,10,,51.614747,100121311830,271,env.health@whitehorsedc.gov.uk,Vale of White Horse,http://www.whitehorsedc.gov.uk,-1.311518,OX13 6AB,41501,fhrs_4_en-GB,4,,FHRS,5,"Steventon House Hotel, Milton Hill, Steventon, Abingdon, OX13 6AB",ABINGDON,APPROVED,GOOD,MILTON HILL,190741,100121311830,1,OX13 6AB,"STEVENTON HOUSE HOTEL, MILTON HILL, STEVENTON, ABINGDON, OX13 6AB",STEVENTON,447697,STEVENTON HOUSE HOTEL,0.8,,-1.312549951,51.61348504,APPROVED,OXFORDSHIRE,1,,41603543,190741,1.00121E+11,1,OX13 6AB,ABINGDON,3120L000007379,447697,"STEVENTON HOUSE HOTEL, MILTON HILL, STEVENTON, ABINGDON, OXFORDSHIRE, OX13 6AB",MILTON HILL,STEVENTON HOUSE HOTEL,EXACT,-1.312549951,51.61348504,,,STEVENTON,,
471784,,Hafod Elfyn,Ffordd Penrhos,Bangor,Meithrinfa Ffalabalam Cyf,Hospitals/Childcare/Caring Premises,5,5,,479502,0,,53.214857,22370,554,BwydIechydaDiogelwch@gwynedd.gov.uk,Gwynedd,http://www.gwynedd.gov.uk,-4.153169,LL57 2BX,41852,fhrs_5_en-GB,5,,FHRS,5,"Meithrinfa Ffalabalam Cyf, Hafod Elfyn, Ffordd Penrhos, Bangor, LL57 2BX",BANGOR,APPROVED,PARTIAL,FFORDD PENRHOS,370591,10070345563,1,LL57 2LX,"Y BERLLAN, FFORDD PENRHOS, BANGOR, LL57 2LX",,256029,,0.7,Y BERLLAN,-4.157440367,53.21282086,APPROVED,GWYNEDD,0.9,,46400393,370769,10024261045,1,LL57 2BX,BANGOR,6810L000216883,256368,"CYNGOR CEFN GWLAD CYMRU, HAFOD ELFYN, FFORDD PENRHOS, BANGOR, GWYNEDD, LL57 2BX",FFORDD PENRHOS,HAFOD ELFYN,GOOD,-4.152447912,53.21451152,,,,,CYNGOR CEFN GWLAD CYMRU
289419,726B RAF Fairford,Maine Street,Royal Air Force Station,Kempsford,Temptation Bakery,Retailers - other,4613,0,,46454,0,,51.695383,11/00066/FOOD,125,foodandsafetymail@cotswold.gov.uk,Cotswold,http://www.cotswold.gov.uk,-1.774552,GL7 4DH,40708,fhrs_5_en-GB,5,,FHRS,5,"Temptation Bakery, 726B RAF Fairford, Maine Street, Royal Air Force Station, Kempsford, GL7 4DH",FAIRFORD,APPROVED,GOOD,ROYAL AIR FORCE STATION,199657,10022840152,1,GL7 4DH,"726B, ROYAL AIR FORCE STATION, FAIRFORD, GL7 4DH",,415685,,0.8,726B,-1.77446655,51.69544587,APPROVED,GLOUCESTERSHIRE,0.8,,9402554,199707,10013886098,2,GL7 4DL,FAIRFORD,1610L000055503,415928,"RAF FAIRFORD, MAINE STREET, ROYAL AIR FORCE STATION, FAIRFORD, GLOUCESTERSHIRE, GL7 4DL",MAINE STREET,RAF FAIRFORD,GOOD,-1.770948558,51.69588863,,,ROYAL AIR FORCE STATION,,
163360,,Chorley New Road,Lostock,Bolton,Bolton Golf Club,Restaurant/Cafe/Canteen,1,5,,83748,5,,53.582405,2060,403,environmental.health@bolton.gov.uk,Bolton,http://www.bolton.gov.uk,-2.511974,BL6 4AJ,41688,fhrs_4_en-GB,4,,FHRS,10,"Bolton Golf Club, Chorley New Road, Lostock, Bolton, BL6 4AJ",BOLTON,APPROVED,EXACT,CHORLEY NEW ROAD,409656,200002548344,1,BL6 4AJ,"BOLTON GOLF CLUB, CHORLEY NEW ROAD, LOSTOCK, BOLTON, BL6 4AJ",LOSTOCK,366203,BOLTON GOLF CLUB,1,,-2.511958369,53.58239678,APPROVED,BOLTON,1,,3406119,409656,2.00003E+11,1,BL6 4AJ,BOLTON,4205L000109356,366203,"BOLTON GOLF CLUB, CHORLEY NEW ROAD, LOSTOCK, BOLTON, BL6 4AJ",CHORLEY NEW ROAD,BOLTON GOLF CLUB,EXACT,-2.511958369,53.58239678,,,LOSTOCK,,
5767,The Garden Centre Group,Langford Bridge,Ongar Road,Brentwood,Country Gardens Ongar Garden Centre,Restaurant/Cafe/Canteen,1,5,,431225,5,,,11/01160/MIXED,111,envhealth@brentwood.gov.uk,Brentwood,http://www.brentwood.gov.uk/,,,41702,fhrs_5_en-GB,5,,FHRS,5,"Country Gardens Ongar Garden Centre, The Garden Centre Group, Langford Bridge, Ongar Road, Brentwood",BRENTWOOD,APPROVED,PARTIAL,ONGAR ROAD,201254,100091435634,1,CM15 0LB,"COUNTY GARDENS, ONGAR ROAD, KELVEDON HATCH, BRENTWOOD, CM15 0LB",KELVEDON HATCH,555773,COUNTY GARDENS,0.7,,0.25212946,51.68843583,APPROVED,ESSEX,0.7,,4200591,201254,1.00091E+11,1,CM15 0LB,BRENTWOOD,1515L000046623,555773,"COUNTY GARDENS, ONGAR ROAD, KELVEDON HATCH, BRENTWOOD, ESSEX, CM15 0LB",ONGAR ROAD,COUNTY GARDENS,PARTIAL,0.25212946,51.68843583,,,KELVEDON HATCH,,
338481,,Caroline Close,,Nuneaton,Chetwynd Junior School,School/college/university,7845,0,,460347,5,,52.501537,44816,318,carl.jacobs@nuneatonandbedworth.gov.uk,Nuneaton and Bedworth,http://www.nuneatonandbedworth.gov.uk,-1.440135,CV11 4SE,41736,fhrs_4_en-GB,4,,FHRS,10,"Chetwynd Junior School, Caroline Close, Nuneaton, CV11 4SE",NUNEATON,APPROVED,GOOD,GIPSY LANE,289320,100071399171,2,CV11 4SE,"CHETWYND JUNIOR SCHOOL, GIPSY LANE, NUNEATON, CV11 4SE",,438012,CHETWYND JUNIOR SCHOOL,0.9,,-1.441474861,52.50046404,APPROVED,WARWICKSHIRE,1,,29100181,289320,1.00071E+11,2,CV11 4SE,NUNEATON,3710L000050502,438012,"CHETWYND JUNIOR SCHOOL, CAROLINE CLOSE, NUNEATON, WARWICKSHIRE, CV11 4SE",CAROLINE CLOSE,CHETWYND JUNIOR SCHOOL,EXACT,-1.441474861,52.50046404,,,,,
403992,,,338 Donegall Road,Belfast,Popular,Retailers - other,4613,5,,57350,5,,54.588703,129142,807,envhealth@belfastcity.gov.uk,Belfast,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,-5.953111,BT12 6FX,41201,fhrs_4_en-GB,4,,FHRS,10,"Popular, 338 Donegall Road, Belfast, BT12 6FX",BELFAST,,PARTIAL,DONEGALL ROAD,0,,0,BT12 6FX,"WILSONS CONFECTIONARY, 338, DONEGALL ROAD, BELFAST, BT12 6FX",,0,WILSONS CONFECTIONARY,0.7,,-7.557159842,49.76680723,,,,,,,,,,,,,,,,,,,338,,,,
120011,463-465 Bromley Road,London,,,Warrens,Retailers - other,4613,10,,484954,15,,51.425209,PI/000187686,523,david.edwards@lewisham.gov.uk,Lewisham,http://www.lewisham.gov.uk/myservices/business/food-safety/Pages/default.aspx,-0.00417,BR1 4PH,41985,fhrs_2_en-GB,2,,FHRS,10,"Warrens, 463-465 Bromley Road, London, BR1 4PH",BROMLEY,APPROVED,GOOD,BROMLEY ROAD,171426,10070773873,2,BR1 4PH,"463, BROMLEY ROAD, BROMLEY, BR1 4PH",,538883,,0.9,,-0.003814101,51.42483339,APPROVED,LEWISHAM,1,,22004516,171426,10070773873,2,BR1 4PH,LONDON,5690L000141106,538883,"463-465, BROMLEY ROAD, LONDON, LEWISHAM, BR1 4PH",BROMLEY ROAD,,EXACT,-0.003814101,51.42483339,463,463,,,
321220,Alston Road,Birmingham,,,Alston Junior School,School/college/university,7845,0,,599846,0,,52.481207,PI/000322914,402,nick.lowe@birmingham.gov.uk,Birmingham,http://www.birmingham.gov.uk/environmental-health,-1.830005,B9 5UN,41193,fhrs_5_en-GB,5,,FHRS,5,"Alston Junior School, Alston Road, Birmingham, B9 5UN",,,,,,,,,,,,,,,,,APPROVED,BIRMINGHAM,0.9,,2705765,287061.8,1.00071E+11,1,B9 5UN,BIRMINGHAM,4605L000631539,411570.25,"ALSTON PRIMARY SCHOOL, ALSTON ROAD, BIRMINGHAM, B9 5UN",ALSTON ROAD,ALSTON PRIMARY SCHOOL,GOOD,-1.83106186,52.48135952,,,,,
817,Lavenham Road,"The Heath, Great Waldingfield",SUDBURY,Suffolk,The White Horse,Pub/bar/nightclub,7843,5,,527023,0,,52.059864,PI/000166419,297,food.safety@babergh.gov.uk,Babergh,http://www.babergh.gov.uk/,0.777825,CO10 0SE,41886,fhrs_5_en-GB,5,,FHRS,0,"The White Horse, Lavenham Road, The Heath, Great Waldingfield, SUDBURY, Suffolk, CO10 0SE",SUDBURY,APPROVED,GOOD,LAVENHAM ROAD,243114,200004231390,2,CO10 0RW,"WHITE HORSE, LAVENHAM ROAD, GREAT WALDINGFIELD, SUDBURY, CO10 0RW",GREAT WALDINGFIELD,590245,WHITE HORSE,0.9,,0.773301856,52.05374608,APPROVED,SUFFOLK,0.9,,1510611,243114,2.00004E+11,2,CO10 0RW,GREAT WALDINGFIELD,3505L000007362,590245,"THE WHITE HORSE, LAVENHAM ROAD, THE HEATH, GREAT WALDINGFIELD, SUFFOLK, CO10 0RW",LAVENHAM ROAD,THE WHITE HORSE,GOOD,0.773301856,52.05374608,,,THE HEATH,,
407047,62 Silverwood Road,Derrytrasna,Craigavon,Armagh,SILVERWOOD SERVICE STATION LTD,Retailers - other,4613,20,,545056,10,,54.479466,1508,812,fhrs@craigavon.gov.uk,Craigavon,http://www.craigavon.gov.uk/environment/environmental-health/758-food-hygiene-rating.html,-6.349185,BT66 6NB,42026,fhrs_1_en-GB,1,,FHRS,15,"SILVERWOOD SERVICE STATION LTD, 62 Silverwood Road, Derrytrasna, Craigavon, Armagh, BT66 6NB",CRAIGAVON,,GOOD,SILVERWOOD ROAD,0,,0,BT66 6NA,"SILVERWOOD GARAGE, 62, SILVERWOOD ROAD, LURGAN, CRAIGAVON, BT66 6NA",LURGAN,0,SILVERWOOD GARAGE,0.9,,-7.557159842,49.76680723,,,,,,,,,,,,,,,,,,,62,,,,
129159,,504 Commercial Road,London,,Chungs Chinese Food,Restaurant/Cafe/Canteen,1,10,,92080,10,,51.512924,25784,530,foodsafety@towerhamlets.gov.uk,Tower Hamlets,http://www.towerhamlets.gov.uk,-0.042566,E1 0HY,41571,fhrs_3_en-GB,3,,FHRS,10,"Chungs Chinese Food, 504 Commercial Road, London, E1 0HY",LONDON,APPROVED,GOOD,COMMERCIAL ROAD,181154,6027876,1,E1 0HY,"GOLDEN FRIED CHICKEN, 504, COMMERCIAL ROAD, LONDON, E1 0HY",,535858,GOLDEN FRIED CHICKEN,0.8,,-0.043559555,51.51298441,APPROVED,TOWER HAMLETS,1,,22700346,181154,6027876,1,E1 0HY,LONDON,5900L000127844,535858,"504, COMMERCIAL ROAD, LONDON, TOWER HAMLETS, E1 0HY",COMMERCIAL ROAD,,EXACT,-0.043559555,51.51298441,504,504,,,
52140,,58 Elton Road,Allenton,,Merlin News,Retailers - other,4613,10,,504497,0,,52.899532,136751,871,environmental.services@derby.gov.uk,Derby City,http://www.derby.gov.uk,-1.46789,DE24 8EF,41281,fhrs_4_en-GB,4,,FHRS,5,"Merlin News, 58 Elton Road, Allenton, DE24 8EF",DERBY,APPROVED,GOOD,BEMROSE ROAD,333106.34,100030289669,2,DE24 8LQ,"58, BEMROSE ROAD, ALLENTON, DERBY, DE24 8LQ",ALLENTON,437301.9,,0.9,,-1.446985142,52.89411756,APPROVED,DERBY,0.9,,10800798,333781,1.0003E+11,1,DE24 8EF,DERBY,1055L000297521,435880,"MERLIN NEWS, 58, ELTON ROAD, ALLENTON, DERBY, DE24 8EF",ELTON ROAD,,GOOD,-1.46804519,52.9002785,58,58,ALLENTON,,MERLIN NEWS
