Unnamed: 0,addressline1,addressline2,addressline3,addressline4,businessname,businesstype,businesstypeid,confidenceinmanagement,extractdate,fhrsid,hygiene,itemcount,latitude,localauthoritybusinessid,localauthoritycode,localauthorityemailaddress,localauthorityname,localauthoritywebsite,longitude,postcode,ratingdate,ratingkey,ratingvalue,returncode,schemetype,structural,full_address,DPA_POST_TOWN,DPA_STATUS,DPA_MATCH_DESCRIPTION,DPA_THOROUGHFARE_NAME,DPA_Y_COORDINATE,DPA_UPRN,DPA_RPC,DPA_POSTCODE,DPA_ADDRESS,DPA_DEPENDENT_LOCALITY,DPA_X_COORDINATE,DPA_ORGANISATION_NAME,DPA_MATCH,DPA_BUILDING_NAME,DPA_lat,DPA_lng,LPI_STATUS,LPI_ADMINISTRATIVE_AREA,LPI_MATCH,LPI_SAO_START_NUMBER,LPI_USRN,LPI_Y_COORDINATE,LPI_UPRN,LPI_RPC,LPI_POSTCODE_LOCATOR,LPI_TOWN_NAME,LPI_LPI_KEY,LPI_X_COORDINATE,LPI_ADDRESS,LPI_STREET_DESCRIPTION,LPI_PAO_TEXT,LPI_MATCH_DESCRIPTION,LPI_lat,LPI_lng,LPI_SAO_TEXT,LPI_ORGANISATION,DPA_BUILDING_NUMBER,DPA_SUB_BUILDING_NAME,LPI_PAO_START_NUMBER,LPI_LOCALITY_NAME,,
348286,Stadium Court Nursing Home,Greyhound Way,Etruria,Stoke-On-Trent,Loomer Medical Unit,Hospitals/Childcare/Caring Premises,5,5,,724112,5,,53.0346,853857,880,PublicProtection@stoke.gov.uk,Stoke-On-Trent,http://www.stoke.gov.uk,-2.189136,ST6 3LL,19/11/2014,fhrs_5_en-GB,5,,FHRS,5,"Stadium Court Nursing Home, Greyhound Way, Etruria, Stoke-On-Trent, ST6 3LL",STOKE-ON-TRENT,APPROVED,PARTIAL,GREYHOUND WAY,348606,3455044063,1,ST6 3LL,"STADIUM COURT NURSING HOME, GREYHOUND WAY, STOKE-ON-TRENT, ST6 3LL",,387416,STADIUM COURT NURSING HOME,0.7,,-2.189106785,53.03458265,APPROVED,CITY OF STOKE-ON-TRENT,0.8,,8304543,348606,3455044063,1,ST6 3LL,STOKE-ON-TRENT,3455L000026716,387416,"STADIUM COURT NURSING HOME, GREYHOUND WAY, ETRURIA, STOKE-ON-TRENT, CITY OF STOKE-ON-TRENT, ST6 3LL",GREYHOUND WAY,STADIUM COURT NURSING HOME,GOOD,-2.189106785,53.03458265,,STADIUM COURT NURSING HOME,,,,ETRURIA,,
112394,L'Angelo,Angel House,20-32 Pentonville Road,Islington,L'Angelo,Restaurant/Cafe/Canteen,1,5,,416115,5,,,PI/000011304,519,Commercial.Envh@islington.gov.uk,Islington,http://www.islington.gov.uk,,,08/10/2014,fhrs_5_en-GB,5,,FHRS,0,"L'Angelo, Angel House, 20-32 Pentonville Road, Islington",LONDON,APPROVED,GOOD,PENTONVILLE ROAD,183110,5300073058,2,N1 9LP,"29, PENTONVILLE ROAD, LONDON, N1 9LP",,531351,,0.8,,-0.107742134,51.53162687,APPROVED,ISLINGTON,0.8,,21605664,183110,5300073055,2,N1 9LP,LONDON,5570L000020914,531362,"25, PENTONVILLE ROAD, ISLINGTON, LONDON, N1 9LP",PENTONVILLE ROAD,,GOOD,-0.107583643,51.53162432,,,29,,25,ISLINGTON,,
381400,1 Benyon Park Way,Holbeck,Leeds,,Leeds Sports Centre,Pub/bar/nightclub,7843,10,,707394,0,,53.781845,14/00677/COMM,413,food.safety@leeds.gov.uk,Leeds,http://www.leeds.gov.uk/,-1.577191,LS12 6DP,06/10/2014,fhrs_4_en-GB,4,,FHRS,10,"1 Benyon Park Way, Holbeck, Leeds, LS12 6DP",LEEDS,APPROVED,GOOD,BENYON PARK WAY,431785,72550714,1,LS12 6DP,"SOCCER CITY, 1, BENYON PARK WAY, LEEDS, LS12 6DP",,428068,SOCCER CITY,0.9,,-1.575522897,53.78164113,APPROVED,LEEDS,0.9,,23014641,431785,72550714,1,LS12 6DP,LEEDS,4720L000343382,428068,"SOCCER CITY, 1, BENYON PARK WAY, HOLBECK, LEEDS, LS12 6DP",BENYON PARK WAY,,GOOD,-1.575522897,53.78164113,,SOCCER CITY,1,,1,HOLBECK,,
186670,,12 Fountain Street,Oldham,Oldham,Rumbles Cafe,Restaurant/Cafe/Canteen,1,10,,85258,10,,53.543322,2139,418,FHRS@oldham.gov.uk,Oldham,https://www.oldham.gov.uk,-2.115782,OL1 1NG,06/01/2014,fhrs_4_en-GB,4,,FHRS,0,"12 Fountain Street, Oldham, Oldham, OL1 1NG",OLDHAM,APPROVED,GOOD,FOUNTAIN STREET,405184,4.22E+11,1,OL1 1NG,"RUMBLES CAFE, 12, FOUNTAIN STREET, OLDHAM, OL1 1NG",,392425,RUMBLES CAFE,0.9,,-2.11578111,53.54324118,APPROVED,OLDHAM,1,,29400876,405184,4.22E+11,1,OL1 1NG,OLDHAM,4220L000015648,392425,"12, FOUNTAIN STREET, OLDHAM, OL1 1NG",FOUNTAIN STREET,,EXACT,-2.11578111,53.54324118,,,12,,12,,,
283089,River Station,The Grove,City Centre,Bristol,The Riverstation,Restaurant/Cafe/Canteen,1,5,,385785,0,,51.448839,21109,855,food.safety@bristol.gov.uk,Bristol,http://www.bristol.gov.uk,-2.595066,BS1 4RB,29/07/2013,fhrs_4_en-GB,4,,FHRS,10,"River Station, The Grove, City Centre, Bristol, BS1 4RB",BRISTOL,APPROVED,PARTIAL,THE GROVE,172404,275031,1,BS1 4RB,"RIVERSTATION, THE GROVE, BRISTOL, BS1 4RB",,358852,RIVERSTATION,0.7,,-2.593517896,51.44911701,APPROVED,BRISTOL,1,,4547411,172404,275031,1,BS1 4RB,BRISTOL,0116L000004235,358852,"RIVER STATION, THE GROVE, CITY CENTRE, BRISTOL, BS1 4RB",THE GROVE,RIVER STATION,EXACT,-2.593517896,51.44911701,,,,,,CITY CENTRE,,
292050,Alphington Cross Store,Alphington Road,Exeter,Devon,Sainsburys,Retailers - supermarkets/hypermarkets,7840,0,,160578,0,,50.706652,PI/000000286,73,environmental.health@exeter.gov.uk,Exeter City,http://www.exeter.gov.uk,-3.535982,EX2 8NH,31/03/2014,fhrs_5_en-GB,5,,FHRS,0,"Alphington Cross Store, Alphington Road, Exeter, Devon, EX2 8NH",EXETER,APPROVED,GOOD,ALPHINGTON ROAD,90793,1.00041E+11,1,EX2 8NH,"SAINSBURYS SUPERMARKETS LTD, ALPHINGTON CROSS STORE, ALPHINGTON ROAD, EXETER, EX2 8NH",,291639,SAINSBURYS SUPERMARKETS LTD,0.9,ALPHINGTON CROSS STORE,-3.535971357,50.70664368,APPROVED,DEVON,1,,14200020,90793,1.00041E+11,1,EX2 8NH,EXETER,1110L000116597,291639,"ALPHINGTON CROSS STORE, ALPHINGTON ROAD, EXETER, DEVON, EX2 8NH",ALPHINGTON ROAD,ALPHINGTON CROSS STORE,EXACT,-3.535971357,50.70664368,,,,,,,,
134178,Starexpress Cafe,118 Battersea Park Road,London,,Star Express,Restaurant/Cafe/Canteen,1,10,,296817,5,,51.47463,12925,532,foodsafety@wandsworth.gov.uk,Wandsworth,http://www.wandsworth.gov.uk,-0.155503,SW11 4LY,04/12/2014,fhrs_4_en-GB,4,,FHRS,5,"Starexpress Cafe, 118 Battersea Park Road, London, SW11 4LY",LONDON,APPROVED,GOOD,BATTERSEA PARK ROAD,176700,1.00024E+11,1,SW11 4LY,"STARBURGER LTD, 118, BATTERSEA PARK ROAD, LONDON, SW11 4LY",,528243,STARBURGER LTD,0.8,,-0.154852297,51.4747354,APPROVED,WANDSWORTH,1,,22900337,176700,1.00023E+11,1,SW11 4LY,LONDON,5960L000004467,528243,"118, BATTERSEA PARK ROAD, LONDON, WANDSWORTH, SW11 4LY",BATTERSEA PARK ROAD,,EXACT,-0.154852297,51.4747354,,,118,,118,,,
30388,,,,,Tazmin Suleman,Other catering premises,7841,0,,712251,0,,,63473,888,foodandsafety@peterborough.gov.uk,Peterborough City,http://www.peterborough.gov.uk,,,01/10/2014,fhrs_5_en-GB,5,,FHRS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310168,Globe Inn,Fore Street,Milverton,Taunton,The Globe Inn,Pub/bar/nightclub,7843,0,,103537,0,,51.024595,3484,284,Foodsafety@tauntondeane.gov.uk,Taunton Deane,http://www.tauntondeane.gov.uk,-3.251761,TA4 1JX,22/10/2013,fhrs_5_en-GB,5,,FHRS,0,"Globe Inn, Fore Street, Milverton, Taunton, TA4 1JX",TAUNTON,APPROVED,EXACT,FORE STREET,125762,1.00041E+11,1,TA4 1JX,"GLOBE INN, FORE STREET, MILVERTON, TAUNTON, TA4 1JX",MILVERTON,312353,GLOBE INN,1,,-3.251091711,51.02452191,APPROVED,SOMERSET,1,,39603746,125762,1.00041E+11,1,TA4 1JX,TAUNTON,3315L000018556,312353,"GLOBE INN, FORE STREET, MILVERTON, TAUNTON, SOMERSET, TA4 1JX",FORE STREET,GLOBE INN,EXACT,-3.251091711,51.02452191,,,,,,MILVERTON,,
18655,27 East Gate,Harlow,Essex,,Cashino,Pub/bar/nightclub,7843,0,,153868,0,,51.770571,CIN/10/00383,116,env.health@harlow.gov.uk,Harlow,http://www.harlow.gov.uk/,0.093386,CM20 1HP,21/04/2010,fhrs_5_en-GB,5,,FHRS,0,"27 East Gate, Harlow, Essex, CM20 1HP",HARLOW,APPROVED,GOOD,EAST GATE,210092,10003710309,2,CM20 1HP,"CASHINO, 27, EAST GATE, HARLOW, CM20 1HP",,544592,CASHINO,0.9,,0.094164957,51.7708345,APPROVED,ESSEX,0.9,,16500090,210092,10003710309,2,CM20 1HP,HARLOW,1540L000054051,544592,"SHIPLEYS CASHINO, 27, EAST GATE, HARLOW, ESSEX, CM20 1HP",EAST GATE,,GOOD,0.094164957,51.7708345,,SHIPLEYS CASHINO,27,,27,,,
265496,Milton Hill,Steventon,Abingdon,,Steventon House Hotel,Hotel/bed & breakfast/guest house,7842,5,,264244,10,,51.614747,1.00121E+11,271,env.health@whitehorsedc.gov.uk,Vale of White Horse,http://www.whitehorsedc.gov.uk,-1.311518,OX13 6AB,15/08/2013,fhrs_4_en-GB,4,,FHRS,5,"Milton Hill, Steventon, Abingdon, OX13 6AB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471784,,Hafod Elfyn,Ffordd Penrhos,Bangor,Meithrinfa Ffalabalam Cyf,Hospitals/Childcare/Caring Premises,5,5,,479502,0,,53.214857,22370,554,BwydIechydaDiogelwch@gwynedd.gov.uk,Gwynedd,http://www.gwynedd.gov.uk,-4.153169,LL57 2BX,01/08/2014,fhrs_5_en-GB,5,,FHRS,5,"Hafod Elfyn, Ffordd Penrhos, Bangor, LL57 2BX",BANGOR,APPROVED,GOOD,FFORDD PENRHOS,370591,10070345563,1,LL57 2LX,"Y BERLLAN, FFORDD PENRHOS, BANGOR, LL57 2LX",,256029,,0.8,Y BERLLAN,-4.157440367,53.21282086,APPROVED,GWYNEDD,0.9,,46400393,370769,10024261045,1,LL57 2BX,BANGOR,6810L000216883,256368,"CYNGOR CEFN GWLAD CYMRU, HAFOD ELFYN, FFORDD PENRHOS, BANGOR, GWYNEDD, LL57 2BX",FFORDD PENRHOS,HAFOD ELFYN,GOOD,-4.152447912,53.21451152,,CYNGOR CEFN GWLAD CYMRU,,,,,,
289419,726B RAF Fairford,Maine Street,Royal Air Force Station,Kempsford,Temptation Bakery,Retailers - other,4613,0,,46454,0,,51.695383,11/00066/FOOD,125,foodandsafetymail@cotswold.gov.uk,Cotswold,http://www.cotswold.gov.uk,-1.774552,GL7 4DH,14/06/2011,fhrs_5_en-GB,5,,FHRS,5,"726B RAF Fairford, Maine Street, Royal Air Force Station, Kempsford, GL7 4DH",FAIRFORD,APPROVED,GOOD,ROYAL AIR FORCE STATION,199657,10022840152,1,GL7 4DH,"726B, ROYAL AIR FORCE STATION, FAIRFORD, GL7 4DH",,415685,,0.8,726B,-1.77446655,51.69544587,APPROVED,GLOUCESTERSHIRE,0.9,,9402554,199707,10013886098,2,GL7 4DL,FAIRFORD,1610L000055503,415928,"RAF FAIRFORD, MAINE STREET, ROYAL AIR FORCE STATION, FAIRFORD, GLOUCESTERSHIRE, GL7 4DL",MAINE STREET,RAF FAIRFORD,GOOD,-1.770948558,51.69588863,,,,,,ROYAL AIR FORCE STATION,,
163360,,Chorley New Road,Lostock,Bolton,Bolton Golf Club,Restaurant/Cafe/Canteen,1,5,,83748,5,,53.582405,2060,403,environmental.health@bolton.gov.uk,Bolton,http://www.bolton.gov.uk,-2.511974,BL6 4AJ,18/02/2014,fhrs_4_en-GB,4,,FHRS,10,"Chorley New Road, Lostock, Bolton, BL6 4AJ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5767,The Garden Centre Group,Langford Bridge,Ongar Road,Brentwood,Country Gardens Ongar Garden Centre,Restaurant/Cafe/Canteen,1,5,,431225,5,,,11/01160/MIXED,111,envhealth@brentwood.gov.uk,Brentwood,http://www.brentwood.gov.uk/,,,04/03/2014,fhrs_5_en-GB,5,,FHRS,5,"The Garden Centre Group, Langford Bridge, Ongar Road, Brentwood",BRENTWOOD,APPROVED,PARTIAL,ONGAR ROAD,198794,1.00091E+11,1,CM15 0AA,"THE LAURELS, ONGAR ROAD, KELVEDON HATCH, BRENTWOOD, CM15 0AA",KELVEDON HATCH,557049,,0.7,THE LAURELS,0.269468074,51.66597971,ALTERNATIVE,ESSEX,0.7,,4200591,198817,1.00091E+11,1,CM15 0AA,BRENTWOOD,1515L000025356,557085,"THE LINDENS, ONGAR ROAD, KELVEDON HATCH, BRENTWOOD, ESSEX, CM15 0AA",ONGAR ROAD,THE LINDENS,PARTIAL,0.269998511,51.66617629,,,,,,KELVEDON HATCH,,
338481,,Caroline Close,,Nuneaton,Chetwynd Junior School,School/college/university,7845,0,,460347,5,,52.501537,44816,318,carl.jacobs@nuneatonandbedworth.gov.uk,Nuneaton and Bedworth,http://www.nuneatonandbedworth.gov.uk,-1.440135,CV11 4SE,07/04/2014,fhrs_4_en-GB,4,,FHRS,10,"Caroline Close, Nuneaton, CV11 4SE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403992,,,338 Donegall Road,Belfast,Popular,Retailers - other,4613,5,,57350,5,,54.588703,129142,807,envhealth@belfastcity.gov.uk,Belfast,http://www.belfastcity.gov.uk/buildingcontrol-environment/foodsafety/consumers-foodhygienescheme.aspx,-5.953111,BT12 6FX,19/10/2012,fhrs_4_en-GB,4,,FHRS,10,"338 Donegall Road, Belfast, BT12 6FX",BELFAST,,GOOD,DONEGALL ROAD,0,,0,BT12 6FX,"WILSONS CONFECTIONARY, 338, DONEGALL ROAD, BELFAST, BT12 6FX",,0,WILSONS CONFECTIONARY,0.9,,-7.557159842,49.76680723,,,,,,,,,,,,,,,,,,,,,338,,,,,
120011,463-465 Bromley Road,London,,,Warrens,Retailers - other,4613,10,,484954,15,,51.425209,PI/000187686,523,david.edwards@lewisham.gov.uk,Lewisham,http://www.lewisham.gov.uk/myservices/business/food-safety/Pages/default.aspx,-0.00417,BR1 4PH,12/12/2014,fhrs_2_en-GB,2,,FHRS,10,"463-465 Bromley Road, London, BR1 4PH",BROMLEY,APPROVED,GOOD,BROMLEY ROAD,171426,10070773873,2,BR1 4PH,"463, BROMLEY ROAD, BROMLEY, BR1 4PH",,538883,,0.9,,-0.003814101,51.42483339,APPROVED,LEWISHAM,1,,22004516,171426,10070493670,1,BR1 4PH,LONDON,5690L000122756,538883,"FLAT ABOVE, 463-465, BROMLEY ROAD, LONDON, LEWISHAM, BR1 4PH",BROMLEY ROAD,,EXACT,-0.003814101,51.42483339,FLAT ABOVE,,463,,463,,,465
321220,Alston Road,Birmingham,,,Alston Junior School,School/college/university,7845,0,,599846,0,,52.481207,PI/000322914,402,nick.lowe@birmingham.gov.uk,Birmingham,http://www.birmingham.gov.uk/environmental-health,-1.830005,B9 5UN,11/10/2012,fhrs_5_en-GB,5,,FHRS,5,"Alston Road, Birmingham, B9 5UN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,Lavenham Road,"The Heath, Great Waldingfield",SUDBURY,Suffolk,The White Horse,Pub/bar/nightclub,7843,5,,527023,0,,52.059864,PI/000166419,297,food.safety@babergh.gov.uk,Babergh,http://www.babergh.gov.uk/,0.777825,CO10 0SE,04/09/2014,fhrs_5_en-GB,5,,FHRS,0,"Lavenham Road, The Heath, Great Waldingfield, SUDBURY, Suffolk, CO10 0SE",SUDBURY,APPROVED,GOOD,LAVENHAM ROAD,243928,1.00091E+11,1,CO10 0SE,"HEATH HOUSE, LAVENHAM ROAD, GREAT WALDINGFIELD, SUDBURY, CO10 0SE",GREAT WALDINGFIELD,590541,,0.8,HEATH HOUSE,0.778067215,52.06095422,APPROVED,SUFFOLK,0.8,,1510611,243928,1.00091E+11,1,CO10 0SE,GREAT WALDINGFIELD,3505L000007309,590541,"HEATH HOUSE, LAVENHAM ROAD, THE HEATH, GREAT WALDINGFIELD, SUFFOLK, CO10 0SE",LAVENHAM ROAD,HEATH HOUSE,GOOD,0.778067215,52.06095422,,,,,,THE HEATH,,
407047,62 Silverwood Road,Derrytrasna,Craigavon,Armagh,SILVERWOOD SERVICE STATION LTD,Retailers - other,4613,20,,545056,10,,54.479466,1508,812,fhrs@craigavon.gov.uk,Craigavon,http://www.craigavon.gov.uk/environment/environmental-health/758-food-hygiene-rating.html,-6.349185,BT66 6NB,22/01/2015,fhrs_1_en-GB,1,,FHRS,15,"62 Silverwood Road, Derrytrasna, Craigavon, Armagh, BT66 6NB",CRAIGAVON,,GOOD,SILVERWOOD ROAD,0,,0,BT66 6NA,"SILVERWOOD GARAGE, 62, SILVERWOOD ROAD, LURGAN, CRAIGAVON, BT66 6NA",LURGAN,0,SILVERWOOD GARAGE,0.9,,-7.557159842,49.76680723,,,,,,,,,,,,,,,,,,,,,62,,,,,
129159,,504 Commercial Road,London,,Chungs Chinese Food,Restaurant/Cafe/Canteen,1,10,,92080,10,,51.512924,25784,530,foodsafety@towerhamlets.gov.uk,Tower Hamlets,http://www.towerhamlets.gov.uk,-0.042566,E1 0HY,24/10/2013,fhrs_3_en-GB,3,,FHRS,10,"504 Commercial Road, London, E1 0HY",LONDON,APPROVED,GOOD,COMMERCIAL ROAD,181154,6027876,1,E1 0HY,"GOLDEN FRIED CHICKEN, 504, COMMERCIAL ROAD, LONDON, E1 0HY",,535858,GOLDEN FRIED CHICKEN,0.9,,-0.043559555,51.51298441,APPROVED,TOWER HAMLETS,1,,22700346,181154,6027876,1,E1 0HY,LONDON,5900L000127844,535858,"504, COMMERCIAL ROAD, LONDON, TOWER HAMLETS, E1 0HY",COMMERCIAL ROAD,,EXACT,-0.043559555,51.51298441,,,504,,504,,,
52140,,58 Elton Road,Allenton,,Merlin News,Retailers - other,4613,10,,504497,0,,52.899532,136751,871,environmental.services@derby.gov.uk,Derby City,http://www.derby.gov.uk,-1.46789,DE24 8EF,07/01/2013,fhrs_4_en-GB,4,,FHRS,5,"58 Elton Road, Allenton, DE24 8EF",DERBY,APPROVED,GOOD,ELTON ROAD,333781,1.0003E+11,1,DE24 8EF,"MERLIN NEWS, 58, ELTON ROAD, DERBY, DE24 8EF",,435880,MERLIN NEWS,0.9,,-1.46804519,52.9002785,APPROVED,DERBY,0.9,,10800798,333781,1.0003E+11,1,DE24 8EF,DERBY,1055L000297521,435880,"MERLIN NEWS, 58, ELTON ROAD, ALLENTON, DERBY, DE24 8EF",ELTON ROAD,,GOOD,-1.46804519,52.9002785,,MERLIN NEWS,58,,58,ALLENTON,,
85201,251 - 252 Intu Bromley The Glades S,High Street,Bromley,,Cafe Giardino,Restaurant/Cafe/Canteen,1,5,,357396,5,,51.402665,00000/0000/4/486,505,food@bromley.gov.uk,Bromley,http://www.bromley.gov.uk,0.015739,BR1 1DN,23/01/2014,fhrs_5_en-GB,5,,FHRS,5,"251 - 252 Intu Bromley The Glades S, High Street, Bromley, BR1 1DN",BROMLEY,APPROVED,GOOD,HIGH STREET,169452,1.00023E+11,1,BR1 1PG,"252C, HIGH STREET, BROMLEY, BR1 1PG",,540028,,0.9,252C,0.01186473,51.40681345,APPROVED,LONDON BOROUGH OF BROMLEY,0.9,,20300424,169452,1.00023E+11,1,BR1 1PG,BROMLEY,5180L000044422,540028,"252, HIGH STREET, BROMLEY, LONDON BOROUGH OF BROMLEY, BR1 1PG",HIGH STREET,,GOOD,0.01186473,51.40681345,,,,,252,,,
47954,Albert Street,Stapleford,Nottinghamshire,,Stapleford Baptist Church,Other catering premises,7841,5,,566657,5,,52.930818,13/00461/COMM,261,health@broxtowe.gov.uk,Broxtowe,http://www.broxtowe.gov.uk,-1.27323,NG9 8DB,03/11/2014,fhrs_5_en-GB,5,,FHRS,5,"Albert Street, Stapleford, Nottinghamshire, NG9 8DB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232650,Rosefield Court,Monachus Lane,Hartley Wintney,Hook,P & N Catering,Manufacturers/packers,7839,5,,612388,5,,,13/00001/COMM,136,eh@hart.gov.uk,Hart,http://www.hart.gov.uk/index/environment-and-planning/environmental_health/food_safety.htm,,,10/11/2014,fhrs_5_en-GB,5,,FHRS,5,"Rosefield Court, Monachus Lane, Hartley Wintney, Hook",HOOK,APPROVED,GOOD,MONACHUS LANE,157085,10091832788,1,RG27 8NP,"MANAGERS OFFICE, ROSEFIELD COURT, MONACHUS LANE, HARTLEY WINTNEY, HOOK, RG27 8NP",HARTLEY WINTNEY,476696,MANAGERS OFFICE,0.8,ROSEFIELD COURT,-0.901099593,51.30772442,APPROVED,HAMPSHIRE,0.9,,16709136,157085,1.00063E+11,1,RG27 8NL,HOOK,1730L000028586,476696,"ROSEFIELD COURT, MONACHUS LANE, HARTLEY WINTNEY, HOOK, HAMPSHIRE, RG27 8NL",MONACHUS LANE,ROSEFIELD COURT,GOOD,-0.901099593,51.30772442,,,,,,HARTLEY WINTNEY,,
181863,8-10 Myrtle Street,LIVERPOOL,Merseyside,,Sweetone Trade Ltd,Retailers - supermarkets/hypermarkets,7840,5,,683851,10,,53.400798,PI/000261967,414,environmental.health@liverpool.gov.uk,Liverpool,http://www.liverpool.gov.uk/,-2.966732,L7 7DP,17/06/2014,fhrs_4_en-GB,4,,FHRS,0,"8-10 Myrtle Street, LIVERPOOL, Merseyside, L7 7DP",LIVERPOOL,APPROVED,GOOD,MYRTLE STREET,389766,38268011,1,L7 7DP,"8A, MYRTLE STREET, LIVERPOOL, L7 7DP",,335834,,0.9,8A,-2.966536942,53.40079989,APPROVED,LIVERPOOL,0.9,,23603227,389766,38268011,1,L7 7DP,LIVERPOOL,4310L000267295,335834,"8A, MYRTLE STREET, LIVERPOOL, L7 7DP",MYRTLE STREET,,GOOD,-2.966536942,53.40079989,,,,,8,,A,
123596,,530 High Road,,Seven Kings,Salim Family Restaurant,Restaurant/Cafe/Canteen,1,5,,570103,5,,51.562852,178669,526,alun.sinclair@redbridge.gov.uk,Redbridge,http://www.redbridge.gov.uk/,0.092821,IG3 8EG,07/08/2014,fhrs_5_en-GB,5,,FHRS,5,"530 High Road, Seven Kings, IG3 8EG",ILFORD,APPROVED,GOOD,HIGH ROAD,186957,10034926399,1,IG3 8EG,"FLAT, 530-532, HIGH ROAD, ILFORD, IG3 8EG",,545153,,0.9,530-532,0.09268729,51.56281737,APPROVED,REDBRIDGE,0.9,,22306011,186957,10023773852,1,IG3 8EG,ILFORD,5780L000298921,545153,"GROUND FLOOR, 530-532, HIGH ROAD, SEVEN KINGS, ILFORD, REDBRIDGE, IG3 8EG",HIGH ROAD,,GOOD,0.09268729,51.56281737,GROUND FLOOR,,,FLAT,530,SEVEN KINGS,,532
254678,,136 Lower Cippenham Lane,,Slough,Giovani's,Restaurant/Cafe/Canteen,1,10,,512028,5,,51.514903,54671,885,foodandsafety@slough.gov.uk,Slough,http://www.slough.gov.uk,-0.638902,SL1 5EA,15/02/2012,fhrs_4_en-GB,4,,FHRS,5,"136 Lower Cippenham Lane, Slough, SL1 5EA",SLOUGH,APPROVED,EXACT,LOWER CIPPENHAM LANE,180448,1.00081E+11,1,SL1 5EA,"136, LOWER CIPPENHAM LANE, SLOUGH, SL1 5EA",,494578,,1,,-0.638409673,51.51504911,APPROVED,SLOUGH,0.9,,34900548,180448,1.00081E+11,1,SL1 5EA,SLOUGH,0350L000042997,494578,"GIOVANNIS, 136, LOWER CIPPENHAM LANE, SLOUGH, SL1 5EA",LOWER CIPPENHAM LANE,,GOOD,-0.638409673,51.51504911,,GIOVANNIS,136,,136,,,
347472,,13 Christchurch Street,Fenton,Stoke-On-Trent,Allan Jones Butchers,Retailers - other,4613,10,,139675,5,,52.999093,75466,880,PublicProtection@stoke.gov.uk,Stoke-On-Trent,http://www.stoke.gov.uk,-2.164992,ST4 3AB,16/04/2012,fhrs_4_en-GB,4,,FHRS,0,"13 Christchurch Street, Fenton, Stoke-On-Trent, ST4 3AB",STOKE-ON-TRENT,APPROVED,GOOD,CHRISTCHURCH STREET,344653,3455111883,1,ST4 3AB,"R HALL, 13, CHRISTCHURCH STREET, STOKE-ON-TRENT, ST4 3AB",,389024,R HALL,0.9,,-2.164992091,52.99908449,APPROVED,CITY OF STOKE-ON-TRENT,0.9,,8300645,344653,3455111883,1,ST4 3AB,STOKE-ON-TRENT,3455L000002125,389024,"R HALL, 13, CHRISTCHURCH STREET, FENTON, STOKE-ON-TRENT, CITY OF STOKE-ON-TRENT, ST4 3AB",CHRISTCHURCH STREET,,GOOD,-2.164992091,52.99908449,,R HALL,13,,13,FENTON,,
71517,,182 Broxtowe Lane,,Nottingham,M & H Discounts,Retailers - other,4613,5,,216404,5,,52.979431,36101,899,food.enforcement@nottinghamcity.gov.uk,Nottingham City,http://www.nottinghamcity.gov.uk/foodsafety,-1.208208,NG8 5NG,08/06/2005,fhrs_5_en-GB,5,,FHRS,5,"182 Broxtowe Lane, Nottingham, NG8 5NG",NOTTINGHAM,APPROVED,GOOD,BROXTOWE LANE,342718,1.00032E+11,1,NG8 5NG,"M & H DISCOUNTS, 182, BROXTOWE LANE, NOTTINGHAM, NG8 5NG",,453248,M & H DISCOUNTS,0.9,,-1.208407,52.97917178,APPROVED,NOTTINGHAM CITY,0.9,,29007185,342718,1.00032E+11,1,NG8 5NG,NOTTINGHAM,3060L000104798,453248,"M & H DISCOUNTS, 182, BROXTOWE LANE, NOTTINGHAM, NOTTINGHAM CITY, NG8 5NG",BROXTOWE LANE,,GOOD,-1.208407,52.97917178,,M & H DISCOUNTS,182,,182,,,
61331,165 Fosse Road South,Leicester,,,Fosse Fryer,Takeaway/sandwich shop,7844,10,,706498,10,,52.627091,14/00376/CP,878,food@leicester.gov.uk,Leicester City,http://www.leicester.gov.uk/food,-1.15513,LE3 0FX,08/10/2014,fhrs_2_en-GB,2,,FHRS,15,"165 Fosse Road South, Leicester, LE3 0FX",LEICESTER,APPROVED,GOOD,FOSSE ROAD SOUTH,303590,2465036140,1,LE3 0FX,"FOSSE FRYER, 165, FOSSE ROAD SOUTH, LEICESTER, LE3 0FX",,457287,FOSSE FRYER,0.9,,-1.155102313,52.627055,APPROVED,LEICESTER CITY,1,,23101152,303590,2465036140,1,LE3 0FX,LEICESTER,2465L000025663,457287,"165, FOSSE ROAD SOUTH, LEICESTER, LEICESTER CITY, LE3 0FX",FOSSE ROAD SOUTH,,EXACT,-1.155102313,52.627055,,,165,,165,,,
